GeneID,Symbol,Description,Synonyms,GeneType,EnsemblGeneID,Status,ChrAcc,ChrStart,ChrStop,Orientation,Length,GOFunctionID,GOProcessID,GOComponentID,GOFunction,GOProcess,GOComponent
5816,PVALB,parvalbumin,D22S749,protein-coding,ENSG00000100362,active,NC_000022.11,36800703,36819499,negative,619,GO:0005509///GO:0042802///GO:0044877,GO:0010467///GO:0090102///GO:0098976///GO:0098977,GO:0005634///GO:0005737///GO:0030424///GO:0032420///GO:0032437///GO:0032991///GO:0043025///GO:0045202,calcium ion binding///identical protein binding///protein-containing complex binding,gene expression///cochlea development///excitatory chemical synaptic transmission///inhibitory chemical synaptic transmission,nucleus///cytoplasm///axon///stereocilium///cuticular plate///protein-containing complex///neuronal cell body///synapse
339669,TEX33,testis expressed 33,C22orf33|EAN57|cE81G9.2,protein-coding,ENSG00000185264,active,NC_000022.11,36991124,37007864,negative,1257,,,,,,
11135,CDC42EP1,CDC42 effector protein 1,BORG5|CEP1|MSE55,protein-coding,ENSG00000128283,active,NC_000022.11,37560480,37569405,positive,2148,GO:0005515///GO:0098641,GO:0007266///GO:0008360///GO:0030838///GO:0031274///GO:0098609,GO:0005737///GO:0005829///GO:0005856///GO:0005886///GO:0005912///GO:0005925///GO:0012505,protein binding///cadherin binding involved in cell-cell adhesion,Rho protein signal transduction///regulation of cell shape///positive regulation of actin filament polymerization///positive regulation of pseudopodium assembly///cell-cell adhesion,cytoplasm///cytosol///cytoskeleton///plasma membrane///adherens junction///focal adhesion///endomembrane system
23616,SH3BP1,SH3 domain binding protein 1,ARHGAP43,protein-coding,ENSG00000100092,active,NC_000022.11,37639669,37656119,positive,2660,GO:0005096///GO:0005515///GO:0017124///GO:0030215,GO:0006911///GO:0007015///GO:0016477///GO:0030834///GO:0032956///GO:0034329///GO:0035020///GO:0043535///GO:0043547///GO:0045198///GO:0046847///GO:0051056///GO:0051058///GO:0071526///GO:0097178,GO:0001891///GO:0005622///GO:0005634///GO:0005829///GO:0005912///GO:0005923///GO:0030027///GO:0031252,GTPase activator activity///protein binding///SH3 domain binding///semaphorin receptor binding,"phagocytosis, engulfment///actin filament organization///cell migration///regulation of actin filament depolymerization///regulation of actin cytoskeleton organization///cell junction assembly///regulation of Rac protein signal transduction///regulation of blood vessel endothelial cell migration///positive regulation of GTPase activity///establishment of epithelial cell apical/basal polarity///filopodium assembly///regulation of small GTPase mediated signal transduction///negative regulation of small GTPase mediated signal transduction///semaphorin-plexin signaling pathway///ruffle assembly",phagocytic cup///intracellular anatomical structure///nucleus///cytosol///adherens junction///bicellular tight junction///lamellipodium///cell leading edge
79159,NOL12,nucleolar protein 12,Nop25|dJ37E16.7,protein-coding,ENSG00000273899,active,NC_000022.11,37686343,37693474,positive,2830,GO:0003697///GO:0003723///GO:0005515///GO:0019843///GO:0042802,,GO:0005730,single-stranded DNA binding///RNA binding///protein binding///rRNA binding///identical protein binding,,nucleolus
11078,TRIOBP,TRIO and F-actin binding protein,DFNB28|HRIHFB2122|TAP68|TARA|dJ37E16.4,protein-coding,ENSG00000100106,active,NC_000022.11,37697048,37776556,positive,10810,GO:0031267///GO:0031625///GO:0045159///GO:0051015,GO:0007049///GO:0007605///GO:0030047///GO:0051016///GO:0051301///GO:0060088///GO:1900026,GO:0005634///GO:0005737///GO:0005815///GO:0005925///GO:0015629///GO:0030496///GO:0120044,small GTPase binding///ubiquitin protein ligase binding///myosin II binding///actin filament binding,cell cycle///sensory perception of sound///actin modification///barbed-end actin filament capping///cell division///auditory receptor cell stereocilium organization///positive regulation of substrate adhesion-dependent cell spreading,nucleus///cytoplasm///microtubule organizing center///focal adhesion///actin cytoskeleton///midbody///stereocilium base
105373027,LOC105373027,uncharacterized LOC105373027,,ncRNA,,active,NC_000022.11,38078641,38080793,positive,1409,,,,,,
105373029,LOC105373029,uncharacterized LOC105373029,,ncRNA,,active,NC_000022.11,38434024,38436696,positive,1332,,,,,,
9567,GTPBP1,GTP binding protein 1,GP-1|GP1|HSPC018,protein-coding,ENSG00000100226,active,NC_000022.11,38704561,38738265,positive,7270,GO:0003723///GO:0003746///GO:0003924///GO:0005515///GO:0005525,GO:0006414///GO:0006955///GO:0007165///GO:0046039///GO:0061014,GO:0000177///GO:0005829///GO:0016020,RNA binding///translation elongation factor activity///GTPase activity///protein binding///GTP binding,translational elongation///immune response///signal transduction///GTP metabolic process///positive regulation of mRNA catabolic process,cytoplasmic exosome (RNase complex)///cytosol///membrane
200315,APOBEC3A,apolipoprotein B mRNA editing enzyme catalytic subunit 3A,A3A|ARP3|PHRBN|bK150C2.1,protein-coding,ENSG00000128383,active,NC_000022.11,38957609,38963184,positive,1358,GO:0003723///GO:0004126///GO:0005515///GO:0008270///GO:0047844,GO:0009972///GO:0010529///GO:0016554///GO:0044355///GO:0045071///GO:0045087///GO:0045869///GO:0051607///GO:0070383///GO:0071466///GO:0080111,GO:0000932///GO:0005634///GO:0005654///GO:0005737,RNA binding///cytidine deaminase activity///protein binding///zinc ion binding///deoxycytidine deaminase activity,cytidine deamination///negative regulation of transposition///cytidine to uridine editing///clearance of foreign intracellular DNA///negative regulation of viral genome replication///innate immune response///negative regulation of single stranded viral RNA replication via double stranded DNA intermediate///defense response to virus///DNA cytosine deamination///cellular response to xenobiotic stimulus///DNA demethylation,P-body///nucleus///nucleoplasm///cytoplasm
107985562,LOC107985562,,,,,discontinued,NC_000022.11,38970428,38971703,negative,983,,,,,,
9582,APOBEC3B,apolipoprotein B mRNA editing enzyme catalytic subunit 3B,A3B|APOBEC1L|ARCD3|ARP4|DJ742C19.2|PHRBNL|bK150C2.2,protein-coding,ENSG00000179750,active,NC_000022.11,38982347,38992779,positive,1590,GO:0003723///GO:0004126///GO:0005515///GO:0008270///GO:0047844,GO:0009972///GO:0010529///GO:0016554///GO:0045087///GO:0045869///GO:0051607///GO:0070383///GO:0080111,GO:0000932///GO:0005634///GO:0005654///GO:0005737,RNA binding///cytidine deaminase activity///protein binding///zinc ion binding///deoxycytidine deaminase activity,cytidine deamination///negative regulation of transposition///cytidine to uridine editing///innate immune response///negative regulation of single stranded viral RNA replication via double stranded DNA intermediate///defense response to virus///DNA cytosine deamination///DNA demethylation,P-body///nucleus///nucleoplasm///cytoplasm
100874530,APOBEC3B-AS1,APOBEC3B antisense RNA 1,,ncRNA,ENSG00000249310,active,NC_000022.11,38991559,38998220,negative,702,,,,,,
4248,MGAT3,"beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase",GNT-III|GNT3,protein-coding,ENSG00000128268,active,NC_000022.11,39457012,39492194,positive,5517,GO:0003830///GO:0005515///GO:0016757,GO:0006044///GO:0006487///GO:0008104///GO:0030334///GO:0034599///GO:0050435///GO:0050890///GO:1902966///GO:1905166,GO:0000139///GO:0016020,"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity///protein binding///glycosyltransferase activity",N-acetylglucosamine metabolic process///protein N-linked glycosylation///protein localization///regulation of cell migration///cellular response to oxidative stress///amyloid-beta metabolic process///cognition///positive regulation of protein localization to early endosome///negative regulation of lysosomal protein catabolic process,Golgi membrane///membrane
6767,ST13,ST13 Hsp70 interacting protein,AAG2|FAM10A1|FAM10A4|HIP|HOP|HSPABP|HSPABP1|P48|PRO0786|SNC6,protein-coding,ENSG00000100380,active,NC_000022.11,40824535,40857008,negative,3581,GO:0005515///GO:0030544///GO:0030674///GO:0046983,GO:0006457///GO:0009617///GO:0051085,GO:0005737///GO:0005829///GO:0070062,protein binding///Hsp70 protein binding///protein-macromolecule adaptor activity///protein dimerization activity,protein folding///response to bacterium///chaperone cofactor-dependent protein refolding,cytoplasm///cytosol///extracellular exosome
105373042,LOC105373042,uncharacterized LOC105373042,,ncRNA,,active,NC_000022.11,41372239,41381834,negative,765,,,,,,
105373044,LOC105373044,uncharacterized LOC105373044,,ncRNA,ENSG00000286491,active,NC_000022.11,41551709,41560883,negative,344,,,,,,
164684,WBP2NL,WBP2 N-terminal like,GRAMD7|PAWP,protein-coding,ENSG00000183066,active,NC_000022.11,41995103,42059402,positive,7983,GO:0003713///GO:0005515///GO:0031490///GO:0050699,GO:0007343///GO:0035038///GO:0035039///GO:0045893///GO:0051321///GO:0051480,GO:0005634///GO:0033011///GO:0036126///GO:0061827,transcription coactivator activity///protein binding///chromatin DNA binding///WW domain binding,egg activation///female pronucleus assembly///male pronucleus assembly///positive regulation of DNA-templated transcription///meiotic cell cycle///regulation of cytosolic calcium ion concentration,nucleus///perinuclear theca///sperm flagellum///sperm head
267010,RNU12,"RNA, U12 small nuclear",RNU12-1|RNU12L|RNU12P|dJ222E13.7,snRNA,ENSG00000276027,active,NC_000022.11,42615245,42615393,positive,149,,,,,,
105373053,LOC105373053,uncharacterized LOC105373053,,ncRNA,,active,NC_000022.11,43373994,43391426,negative,669,,,,,,
107987326,LOC107987326,,,,,discontinued,NC_000022.11,44016894,44024179,negative,2431,,,,,,
112885,PHF21B,PHD finger protein 21B,BHC80L|PHF4,protein-coding,ENSG00000056487,active,NC_000022.11,44881162,45010005,negative,5174,GO:0046872,,,metal ion binding,,
23313,KIAA0930,KIAA0930,C22orf9|LSC3,protein-coding,ENSG00000100364,active,NC_000022.11,45192242,45240769,negative,6756,GO:0003674,GO:0008150,GO:0005575,molecular_function,biological_process,cellular_component
7380,UPK3A,uroplakin 3A,UP3A|UPIII|UPIIIA|UPK3,protein-coding,ENSG00000100373,active,NC_000022.11,45284949,45295874,positive,1084,GO:0005515,GO:0000902///GO:0001822///GO:0006833///GO:0015840///GO:0030855///GO:0055075///GO:0055078///GO:0060157,GO:0005789///GO:0005886///GO:0016020///GO:0070062///GO:0120001,protein binding,cell morphogenesis///kidney development///water transport///urea transport///epithelial cell differentiation///potassium ion homeostasis///sodium ion homeostasis///urinary bladder development,endoplasmic reticulum membrane///plasma membrane///membrane///extracellular exosome///apical plasma membrane urothelial plaque
105373069,LOC105373069,uncharacterized LOC105373069,,ncRNA,,active,NC_000022.11,45635981,45656596,positive,1189,,,,,,
25814,ATXN10,ataxin 10,ATX10|E46L|HUMEEP|SCA10,protein-coding,ENSG00000130638,active,NC_000022.11,45671798,45845307,positive,3330,GO:0005515,GO:0007399///GO:0031175///GO:0060271,GO:0005615///GO:0005737///GO:0005829///GO:0005886///GO:0016020///GO:0030425///GO:0043025///GO:0048471,protein binding,nervous system development///neuron projection development///cilium assembly,extracellular space///cytoplasm///cytosol///plasma membrane///membrane///dendrite///neuronal cell body///perinuclear region of cytoplasm
642648,LINC02939,long intergenic non-protein coding RNA 2939,,ncRNA,,active,NC_000022.11,46064651,46071021,negative,3604,,,,,,
100500828,MIR3619,microRNA 3619,,ncRNA,ENSG00000266533,active,NC_000022.11,46091044,46091126,positive,83,GO:0003730///GO:1903231,GO:0035195,,mRNA 3'-UTR binding///mRNA base-pairing translational repressor activity,miRNA-mediated gene silencing,
150384,GTSE1-DT,GTSE1 divergent transcript,CN5H6.4|GTSE1-AS1|LL22NC03-5H6.6,ncRNA,ENSG00000277232,active,NC_000022.11,46295143,46296660,negative,1518,,,,,,
25771,TBC1D22A,TBC1 domain family member 22A,C22orf4|HSC79E021,protein-coding,ENSG00000054611,active,NC_000022.11,46762617,47224975,positive,13728,GO:0005096///GO:0005515///GO:0042803///GO:0071889,GO:0090630///GO:1902017,,GTPase activator activity///protein binding///protein homodimerization activity///14-3-3 protein binding,activation of GTPase activity///regulation of cilium assembly,
107985536,LOC107985536,uncharacterized LOC107985536,,ncRNA,,active,NC_000022.11,48098802,48100205,positive,1306,,,,,,
105373081,LOC105373081,uncharacterized LOC105373081,,ncRNA,,active,NC_000022.11,48351340,48360755,positive,1537,,,,,,
284933,LOC284933,uncharacterized LOC284933,,ncRNA,ENSG00000281732,active,NC_000022.11,48538900,48547387,negative,1408,,,,,,
105373083,LOC105373083,,,,,discontinued,NC_000022.11,48554618,48557260,negative,2548,,,,,,
23774,BRD1,bromodomain containing 1,BRL|BRPF1|BRPF2,protein-coding,ENSG00000100425,active,NC_000022.11,49773278,49827873,negative,12501,GO:0005515///GO:0036408///GO:0042393///GO:0043995///GO:0043996///GO:0043997///GO:0046872///GO:0140566,GO:0006325///GO:0006355///GO:0006357///GO:0035902///GO:0043249///GO:0043966///GO:0045648///GO:0050793///GO:0051602///GO:1903706,GO:0005634///GO:0016607///GO:0030425///GO:0036409///GO:0043204///GO:0070776,protein binding///histone H3K14 acetyltransferase activity///histone binding///histone H4K5 acetyltransferase activity///histone H4K8 acetyltransferase activity///histone H4K12 acetyltransferase activity///metal ion binding///histone reader activity,chromatin organization///regulation of DNA-templated transcription///regulation of transcription by RNA polymerase II///response to immobilization stress///erythrocyte maturation///histone H3 acetylation///positive regulation of erythrocyte differentiation///regulation of developmental process///response to electrical stimulus///regulation of hemopoiesis,nucleus///nuclear speck///dendrite///histone H3-K14 acetyltransferase complex///perikaryon///MOZ/MORF histone acetyltransferase complex
164714,TTLL8,tubulin tyrosine ligase like 8,,protein-coding,ENSG00000138892,active,NC_000022.11,50018575,50058227,negative,7106,GO:0005524///GO:0046872///GO:0070735///GO:0070736,GO:0003341///GO:0018094///GO:0030317///GO:0060271,GO:0005829///GO:0005874///GO:0005929///GO:0005930///GO:0015630///GO:0036126,"ATP binding///metal ion binding///protein-glycine ligase activity///protein-glycine ligase activity, initiating",cilium movement///protein polyglycylation///flagellated sperm motility///cilium assembly,cytosol///microtubule///cilium///axoneme///microtubule cytoskeleton///sperm flagellum
107985556,LOC107985556,,,,,discontinued,NC_000022.11,50432336,50434959,negative,2456,,,,,,
79924,ADM2,adrenomedullin 2,AM2|dJ579N16.4,protein-coding,ENSG00000128165,active,NC_000022.11,50481543,50486437,positive,4286,GO:0005179///GO:0044877,GO:0001525///GO:0003073///GO:0006468///GO:0007189///GO:0007586///GO:0007631///GO:0010460///GO:0010628///GO:0045766///GO:0045776,GO:0005576,hormone activity///protein-containing complex binding,angiogenesis///regulation of systemic arterial blood pressure///protein phosphorylation///adenylate cyclase-activating G protein-coupled receptor signaling pathway///digestion///feeding behavior///positive regulation of heart rate///positive regulation of gene expression///positive regulation of angiogenesis///negative regulation of blood pressure,extracellular region
55586,MIOX,myo-inositol oxygenase,ALDRL6,protein-coding,ENSG00000100253,active,NC_000022.11,50483988,50490648,positive,4467,GO:0004033///GO:0008199///GO:0016651///GO:0016701///GO:0050113,GO:0019310,GO:0005737///GO:0005829///GO:0016234,"aldo-keto reductase (NADP) activity///ferric iron binding///oxidoreductase activity, acting on NAD(P)H///oxidoreductase activity, acting on single donors with incorporation of molecular oxygen///inositol oxygenase activity",inositol catabolic process,cytoplasm///cytosol///inclusion body
386593,CHKB-CPT1B,CHKB-CPT1B readthrough (NMD candidate),CHKL-CPT1B|CPT1-M|CPT1B|CPTI-M,ncRNA,ENSG00000254413,active,NC_000022.11,50568861,50582999,negative,4276,,,,,,
1375,CPT1B,carnitine palmitoyltransferase 1B,CPT1-M|CPT1M|CPTI|CPTI-M|M-CPT1|MCCPT1|MCPT1,protein-coding,ENSG00000205560,active,NC_000022.11,50568861,50578612,negative,3004,GO:0004095///GO:0005515,GO:0006631///GO:0006635///GO:0006853///GO:0009437///GO:0009637///GO:0015909,GO:0005739///GO:0005741,carnitine O-palmitoyltransferase activity///protein binding,fatty acid metabolic process///fatty acid beta-oxidation///carnitine shuttle///carnitine metabolic process///response to blue light///long-chain fatty acid transport,mitochondrion///mitochondrial outer membrane
102724563,LOC102724563,transcription factor E2F6-like,,pseudo,,active,NT_187386.1,25343,27277,negative,1935,,,,,,
105379548,LOC105379548,uncharacterized LOC105379548,,ncRNA,,active,NT_187386.1,90828,102077,positive,1204,,,,,,
102724865,LOC102724865,replaced by ID 100420178,,,,secondary,NT_187389.1,59446,61967,positive,2522,,,,,,
102724728,LOC102724728,POM121 transmembrane nucleoporin pseudogene,,pseudo,,active,NT_187389.1,72454,74335,positive,1882,,,,,,
3563,IL3RA,interleukin 3 receptor subunit alpha,CD123|IL3R|IL3RAY|IL3RX|IL3RY|hIL-3Ra,protein-coding,ENSG00000185291,active,NC_000023.11;NC_000024.10,1336574;1336574,1382689;1382689,+;+,3504,GO:0004896///GO:0004912///GO:0005515///GO:0019955,GO:0019221///GO:0036016///GO:0038156,GO:0005886///GO:0009897///GO:0043235,cytokine receptor activity///interleukin-3 receptor activity///protein binding///cytokine binding,cytokine-mediated signaling pathway///cellular response to interleukin-3///interleukin-3-mediated signaling pathway,plasma membrane///external side of plasma membrane///receptor complex
105379413,LOC105379413,uncharacterized LOC105379413,,ncRNA,,active,NC_000023.11;NC_000024.10,1771051;1771051,1782273;1782273,+;+,4694,,,,,,
207063,DHRSX,dehydrogenase/reductase X-linked,CXorf11|DHRS5X|DHRS5Y|DHRSXY|DHRSY|SDR46C1|SDR7C6,protein-coding,ENSG00000169084,active,NC_000023.11;NC_000024.10,2219506;2219506,2500976;2500976,-;-,5158,GO:0005515///GO:0016491,GO:0010508,GO:0005576,protein binding///oxidoreductase activity,positive regulation of autophagy,extracellular region
102464837,MIR6089,microRNA 6089,MIR6089-1|MIR6089-2|hsa-mir-6089-1|hsa-mir-6089-2,ncRNA,ENSG00000277120,active,NC_000023.11;NC_000024.10,2609191;2609191,2609254;2609254,+;+,128,,,GO:0070062,,,extracellular exosome
100359394,LINC00102,long intergenic non-protein coding RNA 102,NCRNA00102,ncRNA,ENSG00000230542,active,NC_000023.11;NC_000024.10,2612991;2612991,2615347;2615347,-;-,2674,,,,,,
5613,PRKX,protein kinase cAMP-dependent X-linked catalytic subunit,PKX1,protein-coding,ENSG00000183943,active,NC_000023.11,3604340,3713649,negative,6102,GO:0004691///GO:0005515///GO:0005524///GO:0106310,GO:0001525///GO:0001935///GO:0007155///GO:0007165///GO:0018105///GO:0030099///GO:0030155///GO:0030334///GO:0031589///GO:0043542///GO:0046777///GO:0060562///GO:0060993///GO:2000696,GO:0005634///GO:0005654///GO:0005737///GO:0005952,cAMP-dependent protein kinase activity///protein binding///ATP binding///protein serine kinase activity,angiogenesis///endothelial cell proliferation///cell adhesion///signal transduction///peptidyl-serine phosphorylation///myeloid cell differentiation///regulation of cell adhesion///regulation of cell migration///cell-substrate adhesion///endothelial cell migration///protein autophosphorylation///epithelial tube morphogenesis///kidney morphogenesis///regulation of epithelial cell differentiation involved in kidney development,nucleus///nucleoplasm///cytoplasm///cAMP-dependent protein kinase complex
425054,VCX3B,variable charge X-linked 3B,VCX-C|VCXC,protein-coding,ENSG00000205642,active,NC_000023.11,8464830,8466510,positive,1175,,GO:0007420,GO:0005634///GO:0005730,,brain development,nucleus///nucleolus
107985715,LOC107985715,uncharacterized LOC107985715,,ncRNA,,active,NC_000023.11,8494307,8504791,negative,1047,,,,,,
171483,FAM9B,family with sequence similarity 9 member B,TEX39B,protein-coding,ENSG00000177138,active,NC_000023.11,9024232,9034127,negative,2520,GO:0005515,GO:0007286///GO:0051321,GO:0000795///GO:0005654,protein binding,spermatid development///meiotic cell cycle,synaptonemal complex///nucleoplasm
105373126,LOC105373126,uncharacterized LOC105373126,,ncRNA,,active,NC_000023.11,9738685,9741053,positive,307,,,,,,
357,SHROOM2,shroom family member 2,APXL|HSAPXL,protein-coding,ENSG00000146950,active,NC_000023.11,9786406,9949443,positive,8351,GO:0003779///GO:0005515///GO:0008013///GO:0015280///GO:0051015,GO:0000902///GO:0002089///GO:0007015///GO:0007420///GO:0008057///GO:0016477///GO:0032401///GO:0032438///GO:0035725///GO:0043010///GO:0043482///GO:0043583///GO:0045176///GO:0048593///GO:0051017,GO:0005856///GO:0005874///GO:0005886///GO:0005912///GO:0005923///GO:0016324///GO:0030864///GO:0043296///GO:0070062,actin binding///protein binding///beta-catenin binding///ligand-gated sodium channel activity///actin filament binding,cell morphogenesis///lens morphogenesis in camera-type eye///actin filament organization///brain development///eye pigment granule organization///cell migration///establishment of melanosome localization///melanosome organization///sodium ion transmembrane transport///camera-type eye development///cellular pigment accumulation///ear development///apical protein localization///camera-type eye morphogenesis///actin filament bundle assembly,cytoskeleton///microtubule///plasma membrane///adherens junction///bicellular tight junction///apical plasma membrane///cortical actin cytoskeleton///apical junction complex///extracellular exosome
1183,CLCN4,chloride voltage-gated channel 4,CLC4|ClC-4|ClC-4A|MRX15|MRX49|MRXSRC,protein-coding,ENSG00000073464,active,NC_000023.11,10156945,10237660,positive,6789,GO:0005247///GO:0005254///GO:0005515///GO:0005524///GO:0015297///GO:0015299,GO:0006821///GO:0034220///GO:1902476///GO:1902600///GO:1905515,GO:0005765///GO:0005769///GO:0005789///GO:0005794///GO:0005886///GO:0008021///GO:0010008///GO:0031901///GO:0031902///GO:0055037///GO:0055038///GO:0097546,voltage-gated chloride channel activity///chloride channel activity///protein binding///ATP binding///antiporter activity///solute:proton antiporter activity,chloride transport///ion transmembrane transport///chloride transmembrane transport///proton transmembrane transport///non-motile cilium assembly,lysosomal membrane///early endosome///endoplasmic reticulum membrane///Golgi apparatus///plasma membrane///synaptic vesicle///endosome membrane///early endosome membrane///late endosome membrane///recycling endosome///recycling endosome membrane///ciliary base
3052,HCCS,holocytochrome c synthase,CCHL|LSDMCA1|MCOPS7|MLS,protein-coding,ENSG00000004961,active,NC_000023.11,11111332,11123086,positive,4986,GO:0004408///GO:0005515///GO:0020037///GO:0046872,GO:0009887///GO:0018063,GO:0005739///GO:0005743///GO:0005829///GO:0016020,holocytochrome-c synthase activity///protein binding///heme binding///metal ion binding,animal organ morphogenesis///cytochrome c-heme linkage,mitochondrion///mitochondrial inner membrane///cytosol///membrane
9758,FRMPD4,FERM and PDZ domain containing 4,MRX104|PDZD10|PDZK10|XLID104,protein-coding,ENSG00000169933,active,NC_000023.11,11822439,12724523,positive,9798,GO:0005515///GO:0005546,GO:0051835,GO:0005856///GO:0032991///GO:0043197,"protein binding///phosphatidylinositol-4,5-bisphosphate binding",positive regulation of synapse structural plasticity,cytoskeleton///protein-containing complex///dendritic spine
171484,FAM9C,family with sequence similarity 9 member C,TEX39C,protein-coding,ENSG00000187268,active,NC_000023.11,13035617,13044793,negative,3728,GO:0005515,GO:0007286///GO:0051321,GO:0000795,protein binding,spermatid development///meiotic cell cycle,synaptonemal complex
2824,GPM6B,glycoprotein M6B,M6B,protein-coding,ENSG00000046653,active,NC_000023.11,13770922,13938824,negative,5313,GO:0003674,GO:0001503///GO:0007399///GO:0015031///GO:0030501///GO:0031175///GO:0032956///GO:0051612///GO:0051893///GO:0085029///GO:2000009,GO:0005886///GO:0045121,molecular_function,ossification///nervous system development///protein transport///positive regulation of bone mineralization///neuron projection development///regulation of actin cytoskeleton organization///negative regulation of serotonin uptake///regulation of focal adhesion assembly///extracellular matrix assembly///negative regulation of protein localization to cell surface,plasma membrane///membrane raft
140456,ASB11,ankyrin repeat and SOCS box containing 11,,protein-coding,ENSG00000165192,active,NC_000023.11,15281697,15315640,negative,3006,,GO:0016567///GO:0035556///GO:0045732,GO:0005783///GO:0005829,,protein ubiquitination///intracellular signal transduction///positive regulation of protein catabolic process,endoplasmic reticulum///cytosol
660,BMX,BMX non-receptor tyrosine kinase,ETK|PSCTK2|PSCTK3,protein-coding,ENSG00000102010,active,NC_000023.11,15500777,15556519,positive,2675,GO:0004713///GO:0004715///GO:0005515///GO:0005524///GO:0046872,GO:0002250///GO:0006468///GO:0006661///GO:0006915///GO:0007155///GO:0007165///GO:0007498///GO:0018108///GO:0035556///GO:0046777///GO:0050853,GO:0005654///GO:0005829///GO:0005886///GO:0032587,protein tyrosine kinase activity///non-membrane spanning protein tyrosine kinase activity///protein binding///ATP binding///metal ion binding,adaptive immune response///protein phosphorylation///phosphatidylinositol biosynthetic process///apoptotic process///cell adhesion///signal transduction///mesoderm development///peptidyl-tyrosine phosphorylation///intracellular signal transduction///protein autophosphorylation///B cell receptor signaling pathway,nucleoplasm///cytosol///plasma membrane///ruffle membrane
104798195,ACE2-DT,ACE2 divergent transcript,GS1-594A7.3,ncRNA,ENSG00000225833,active,NC_000023.11,15602881,15621484,positive,574,,,,,,
94056,SYAP1,synapse associated protein 1,BSTA|PRO3113,protein-coding,ENSG00000169895,active,NC_000023.11,16719612,16765340,positive,6153,GO:0005515,GO:0030154///GO:0032869///GO:0036120///GO:0038203///GO:0045600///GO:0048172///GO:0071364///GO:0071902///GO:1990314,GO:0005634///GO:0005654///GO:0005737///GO:0005794///GO:0005829///GO:0030424///GO:0030425///GO:0030426///GO:0031234///GO:0042734///GO:0043204///GO:0045202///GO:0045211///GO:0048471///GO:0070062,protein binding,cell differentiation///cellular response to insulin stimulus///cellular response to platelet-derived growth factor stimulus///TORC2 signaling///positive regulation of fat cell differentiation///regulation of short-term neuronal synaptic plasticity///cellular response to epidermal growth factor stimulus///positive regulation of protein serine/threonine kinase activity///cellular response to insulin-like growth factor stimulus,nucleus///nucleoplasm///cytoplasm///Golgi apparatus///cytosol///axon///dendrite///growth cone///extrinsic component of cytoplasmic side of plasma membrane///presynaptic membrane///perikaryon///synapse///postsynaptic membrane///perinuclear region of cytoplasm///extracellular exosome
5931,RBBP7,"RB binding protein 7, chromatin remodeling factor",RbAp46,protein-coding,ENSG00000102054,active,NC_000023.11,16844341,16870362,negative,2651,GO:0003723///GO:0005515///GO:0042393,GO:0000122///GO:0006260///GO:0006338///GO:0006355///GO:0007420///GO:0016575///GO:0030308///GO:0030336///GO:0030512///GO:0042659///GO:0045892///GO:0045893///GO:0048545///GO:0070370///GO:1902455///GO:1902459///GO:2000736,GO:0000118///GO:0000781///GO:0005634///GO:0005654///GO:0005829///GO:0016580///GO:0016581///GO:0016589///GO:0035098///GO:1904949,RNA binding///protein binding///histone binding,negative regulation of transcription by RNA polymerase II///DNA replication///chromatin remodeling///regulation of DNA-templated transcription///brain development///histone deacetylation///negative regulation of cell growth///negative regulation of cell migration///negative regulation of transforming growth factor beta receptor signaling pathway///regulation of cell fate specification///negative regulation of DNA-templated transcription///positive regulation of DNA-templated transcription///response to steroid hormone///cellular heat acclimation///negative regulation of stem cell population maintenance///positive regulation of stem cell population maintenance///regulation of stem cell differentiation,"histone deacetylase complex///chromosome, telomeric region///nucleus///nucleoplasm///cytosol///Sin3 complex///NuRD complex///NURF complex///ESC/E(Z) complex///ATPase complex"
4810,NHS,NHS actin remodeling regulator,CTRCT40|CXN|SCML1,protein-coding,ENSG00000188158,active,NC_000023.11,17375200,17735994,positive,9947,,GO:0002088///GO:0030154,GO:0005794///GO:0005923///GO:0005925///GO:0016324///GO:0016604///GO:0030027///GO:0030054,,lens development in camera-type eye///cell differentiation,Golgi apparatus///bicellular tight junction///focal adhesion///apical plasma membrane///nuclear body///lamellipodium///cell junction
10742,RAI2,retinoic acid induced 2,,protein-coding,ENSG00000131831,active,NC_000023.11,17800049,17861346,negative,2894,GO:0003674///GO:0005515,GO:0009792///GO:0048513,GO:0005575///GO:0005634,molecular_function///protein binding,embryo development ending in birth or egg hatching///animal organ development,cellular_component///nucleus
5475,PPEF1,protein phosphatase with EF-hand domain 1,PP7|PPEF|PPP7C|PPP7CA,protein-coding,ENSG00000086717,active,NC_000023.11,18675909,18827921,positive,3204,GO:0004722///GO:0005506///GO:0005509///GO:0005515///GO:0017018///GO:0030145,GO:0006470///GO:0050906,GO:0005634///GO:0005829,protein serine/threonine phosphatase activity///iron ion binding///calcium ion binding///protein binding///myosin phosphatase activity///manganese ion binding,protein dephosphorylation///detection of stimulus involved in sensory perception,nucleus///cytosol
